article_ID,author_ID,description,decision
433,54978625300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
433,55797091700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
434,54790496100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
434,56266132600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
434,57203570620,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
435,57209824884,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
435,24335536400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
435,36944158600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
436,57209394752,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
436,57190806425,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
436,7005666650,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
437,7004347500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
437,57195066838,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
437,56854811600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
438,7004387103,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
438,57196422740,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
438,57203572508,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
439,57193895552,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
439,57208682307,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
439,57207692990,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
440,57211642778,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
440,6604032598,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
440,55812858700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
441,57194639611,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
441,55898266700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
441,55161739600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
442,8555191500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
442,56806547100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
442,56698926600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
443,55780846900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
443,55182745600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
443,7005521036,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
444,57197726868,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
444,6602866368,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
444,57202237979,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
445,57205025235,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
445,57215136260,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
445,13607032600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
446,7004398165,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
446,7409879911,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
446,54941111500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
447,57196952707,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
447,7201793184,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
447,7006085792,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
448,55547115089,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
448,36154754400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
448,57203731804,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
449,57188755995,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
449,35792700800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
449,57207228809,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
450,57212351059,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
450,7102405529,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
450,57204902069,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
451,56489679500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
451,57198519795,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
451,7801604567,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
452,57189219942,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
452,57212383793,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
452,56380927900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
453,57195332895,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
453,57192595504,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
453,25937446600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
454,55911870000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
454,6508257901,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
454,38061138100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
455,7003915889,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
455,57211216470,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
455,57212379321,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
456,56387524600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
456,56514586700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
456,35479684000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
457,37086141200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
457,7403361614,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
457,16303239800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
458,57207689986,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
458,57208709468,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
458,26640997500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
459,56608333500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
459,57216187696,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
459,57217581937,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
460,57200077390,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
460,56957771800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
460,55693760600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
461,57196275913,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
461,57194875876,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
461,7202282831,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
462,57195962821,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
462,55585953300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
462,57188691775,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
463,6603625990,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
463,57203192812,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
463,57196950804,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
464,57210477807,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
464,57210260262,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
464,12647140500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
465,7201793184,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
465,57200690449,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
465,57195964763,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
466,7402406630,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
466,57202320825,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
466,7202049689,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
467,7404766197,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
467,55946643000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
467,7402074463,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
468,6701454416,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
468,57207842677,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
468,57195976340,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
469,35262249500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
469,57205617484,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
469,56979909000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
470,14033673100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
470,57191873151,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
470,57213087387,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
471,7004403207,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
471,7003498769,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
471,57202743127,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
472,56380927900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
472,57204799155,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
472,13605498800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
473,57216244800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
473,7003292762,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
473,57203300120,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
474,6508339625,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
474,57207228809,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
474,57204719621,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
475,7004277402,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
475,35597296700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
475,57194391871,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
476,56251876800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
476,57203992542,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
476,6507659000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
477,8608718200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
477,57216491948,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
477,7401969039,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
478,57192955909,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
478,8891726500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
478,57200730646,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
479,6506462706,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
479,7006085792,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
479,6505936159,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
480,7006120837,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
480,57216751001,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
480,26039464700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
481,57204555914,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
481,56741048000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
481,57194015684,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
482,55359090100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
482,56126031600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
482,7004507225,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
483,15081035500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
483,57217147399,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
483,36499438800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
484,10540655600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
484,17434035200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
484,57188753800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
485,23093686000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
485,57201666213,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
485,57204944822,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
486,7102503611,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
486,57214032187,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
486,54781821400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
487,7006799143,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
487,57207260622,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
487,6603325558,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
488,56386056100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
488,7101973402,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
488,36933855300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
489,7404901361,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
489,7102985794,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
489,7006715937,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
490,57190806425,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
490,57204902069,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
490,57204728159,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
491,57201589125,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
491,6603288835,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
491,7410190129,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
492,57200730892,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
492,57205556489,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
492,9279493200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
493,16027856900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
493,57193911152,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
493,55078951500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
494,6505524737,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
494,23060352300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
494,57204433875,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
495,7005098852,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
495,57204595191,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
495,57190384916,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
496,55444802600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
496,57193089338,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
496,57194875876,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
497,7004495126,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
497,57194155925,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
497,8621794000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
498,57202627050,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
498,57202283319,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
498,57202776341,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
499,57211642778,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
499,56701050600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
499,57195964820,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
500,34168247900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
500,23487261200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
500,57200363612,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
501,56979909000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
501,55502104200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
501,20735824800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
502,57193027820,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
502,57200118672,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
502,57197726868,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
503,53879700900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
503,6603077820,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
503,55547123342,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
504,57205765859,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
504,57204944822,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
504,56424241200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
505,55200909800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
505,7401994123,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
505,55220932600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
506,57202120923,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
506,36708895400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
506,56036628100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
507,57202228997,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
507,56492379200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
507,57202916476,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
508,57212342916,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
508,14057706900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
508,57204570329,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
509,55436436900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
509,57200206301,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
509,57202741808,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
510,55910450300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
510,56315330500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
510,7003587356,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
511,57203980122,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
511,55235047300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
511,57204551844,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
512,57205595555,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
512,57202612841,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
512,57203661089,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
513,57195343816,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
513,6505524737,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
513,6508257901,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
514,57189235340,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
514,36913263000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
514,57204719691,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accepted
