ID,title,volume,DOI,Papertype
492,Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel,375,10.1088/1757-899X/375/1/012012,shortPaper
493,Bézier B̄ projection,335,10.1016/j.cma.2018.02.019,shortPaper
494,Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,,10.1109/PLANS.2018.8373454,shortPaper
495,Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers,65,10.1109/TCSII.2017.2786640,shortPaper
496,Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,140,10.1016/j.matchar.2018.03.035,shortPaper
497,Bubble nucleation in superhydrophobic microchannels due to subcritical heating,121,10.1016/j.ijheatmasstransfer.2017.12.113,shortPaper
498,Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,144,10.1061/(ASCE)CO.1943-7862.0001469,shortPaper
499,Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing,54,10.1109/JQE.2018.2816120,shortPaper
500,Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds,140,10.1115/1.4039852,shortPaper
501,High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,144,10.1061/(ASCE)ST.1943-541X.0001978,shortPaper
502,Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,18,10.3390/s18061745,shortPaper
503,Shaping and Forming of Advanced High Strength Steels,70,10.1007/s11837-018-2820-5,shortPaper
504,Volumetric displays,29,10.1364/opn.29.6.000026,shortPaper
505,Systems analysis of EV adoption and criteria pollutant accumulation during inversion events,,10.1109/SYSCON.2018.8369583,shortPaper
506,ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,2018-April,10.1109/ISBI.2018.8363830,shortPaper
507,"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",73,10.1016/j.jbiomech.2018.04.010,shortPaper
508,Noise reduction techniques in fiber optic sensors,,,shortPaper
509,Fabrication of High Aspect Ratio Millimeter-Tall Free-Standing Carbon Nanotube-Based Microelectrode Arrays,4,10.1021/acsbiomaterials.8b00038,shortPaper
510,A bi-directional interface for improved interaction with engineering models in virtual reality design reviews,12,10.1007/s12008-017-0413-0,shortPaper
511,Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,255,10.1016/j.jmatprotec.2017.11.044,shortPaper
512,Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry,333,10.1016/j.cma.2018.01.023,shortPaper
513,Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,15,10.1515/jhsem-2016-0063,shortPaper
514,Effect of environmental and material factors on the response of nanocomposite foam impact sensors,27,10.1088/1361-665X/aab7d7,shortPaper
515,Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts,57,10.1021/acs.iecr.8b00531,shortPaper
516,Evans function computation for the stability of travelling waves,376,10.1098/rsta.2017.0184,shortPaper
517,Scalable fabric tactile sensor arrays for soft bodies,28,10.1088/1361-6439/aab221,shortPaper
518,Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,140,10.1115/1.4039006,shortPaper
519,Antireflective light-blocking layers using a liquid top matte coating,17,10.1117/1.JMM.17.2.025501,shortPaper
520,Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,95,10.1016/j.ndteint.2018.01.006,shortPaper
521,Rigidly foldable quadrilateral meshes from angle arrays,10,10.1115/1.4038972,shortPaper
522,Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,140,10.1115/1.4038925,shortPaper
523,Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,11,10.1002/jbio.201700018,shortPaper
524,Investigating the safety impact of roadway network features of suburban arterials in Shanghai,113,10.1016/j.aap.2018.01.029,shortPaper
525,Information geometry for model identification and parameter estimation in renewable energy - DFIG plant case,12,10.1049/iet-gtd.2017.0606,shortPaper
526,Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,2018-January,10.1109/CICN.2017.8319387,shortPaper
527,CrsRecs: A personalized course recommendation system for college students,2018-January,10.1109/IISA.2017.8316368,shortPaper
528,Using tripartite graphs to make long tail recommendations,2018-January,10.1109/IISA.2017.8316436,shortPaper
529,Texture mediated grain boundary network design in three dimensions,118,10.1016/j.mechmat.2017.12.001,shortPaper
530,Lab-scale observations of flame attachment on slopes with implications for firefighter safety zones,96,10.1016/j.firesaf.2018.01.002,shortPaper
531,Swarm Transparency,,10.1145/3173386.3177008,shortPaper
532,"Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",19,,shortPaper
533,"3D printed high density, reversible, chip-to-chip microfluidic interconnects",18,10.1039/c7lc01113j,shortPaper
534,The Locational Impact of Site-Specific PEGylation: Streamlined Screening with Cell-Free Protein Expression and Coarse-Grain Simulation,7,10.1021/acssynbio.7b00316,shortPaper
535,Architecture exploration for HLS-oriented FPGA debug overlays,2018-February,10.1145/3174243.3174254,shortPaper
536,Computational Modeling of Wound Suture: A Review,11,10.1109/RBME.2018.2804219,shortPaper
537,A dual sensor selective for Hg2+ and cysteine detection,255,10.1016/j.snb.2017.09.090,shortPaper
538,Hybrid power system state estimation with irregular sampling,2018-January,10.1109/PESGM.2017.8274513,shortPaper
539,On the well-posedness of LTI networks,2018-January,10.1109/CDC.2017.8264370,shortPaper
540,Necessary and sufficient conditions for identifiability of interconnected subsystems,2018-January,10.1109/CDC.2017.8264534,shortPaper
541,Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,2018-January,10.1109/CDC.2017.8264251,shortPaper
542,A comparative analysis of computer-aided design team performance with collaboration software,15,10.1080/16864360.2017.1419649,shortPaper
543,Materials selection of flexible open-cell foams in energy absorption applications,137,10.1016/j.matdes.2017.10.054,shortPaper
544,"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",710,10.1016/j.msea.2017.10.092,shortPaper
545,Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,15,10.1080/16864360.2017.1353736,shortPaper
546,Moment method analysis of a reconfigurable OTA reverberation chamber,2018,10.1049/cp.2018.0396,shortPaper
547,Rapid visualization of compressor blade finite element models using surrogate modeling,7A-2018,10.1115/GT201877188,shortPaper
548,Development of a vortex particle code for the modeling of wake interaction in distributed propulsion,,10.2514/6.2018-3646,shortPaper
549,Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,2018-April,10.1061/9780784481295.054,shortPaper
550,Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,,10.2514/6.2018-0107,shortPaper
551,Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,,10.2514/6.2018-1652,shortPaper
552,Mixing plane simulation of a high-performance fan using kestrel,,10.2514/6.2018-1510,shortPaper
553,Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,66,10.1109/TAP.2017.2772929,shortPaper
554,The secure socket API: TLS as an operating system service,,,shortPaper
555,3D printed microfluidic selectable ratio mixer pump in 2 mm3,,10.31438/trf.hh2018.61,shortPaper
556,Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],,,shortPaper
557,Thermal diffusivity measurements with fluorescent scanning microscope,119,,shortPaper
558,Open source computational photonics toolbox,Part F114-FIO 2018,10.1364/FIO.2018.JTu2A.138,shortPaper
559,Progress on photophoretic trap displays,Part F114-FIO 2018,10.1364/FIO.2018.FM4C.2,shortPaper
560,Demonstration of interference pattern structured illumination imaging,Part F114-FIO 2018,10.1364/FIO.2018.FW7B.6,shortPaper
561,Using instagram to increase student engagement with design history,,,shortPaper
562,Increasing the educational impact following a field study programme,,,shortPaper
563,Information reduction and studio project frameworks,,,shortPaper
564,GEESE: Grammatical evolution algorithm for evolution of swarm behaviors,3,,shortPaper
565,Modeling and using secondary taste terms,12,10.18848/2325-1379/CGP/v12i01/11-19,shortPaper
566,"Exploration of three dimensional, hierarchical, large scale UAV system interactions",,10.2514/6.2018-3506,shortPaper
567,High Accuracy Achieved in Determining Lengths and Locations of Horizontal Curves Using Light Detection and Ranging Point Cloud Data,,10.1061/9780784481547.001,shortPaper
568,Hardware and software improvements to a low-cost horizontal parallax holographic video monitor,57,10.1364/AO.57.00A122,shortPaper
569,"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",34,10.1016/j.jmst.2017.10.024,shortPaper
570,Solid state crack repair by friction stir processing in 304L stainless steel,34,10.1016/j.jmst.2017.10.023,shortPaper
571,On the performance of filter based equalizers for 16apsk in aeronautical telemetry environment,2018-November,,shortPaper
572,Physical-layer security for aeronautical telemetry,2018-November,,shortPaper
573,Femtosats: Elegant flight telemetry payloads for model rockets,2018-November,,shortPaper
574,Byu mars rover at the 2018 university rover challenge,2018-November,,shortPaper
575,Eliminating wiring in aircraft instrumentation through energy harvesting,2018-November,,shortPaper
576,Adaptive net radiative heat transfer and thermal management with origami-structured surfaces,2018-August,10.1615/ihtc16.rti.023600,shortPaper
577,Three approaches for managing stiffness in origami-inspired mechanisms,5B-2018,10.1115/DETC201885450,shortPaper
578,Origami-based design of conceal-and-reveal systems,5B-2018,10.1115/DETC2018-85224,shortPaper
579,Automating the design of thick-origami mechanisms,2B-2018,10.1115/DETC201885927,shortPaper
580,Retractable anti-buckling support systems for flexible medical devices,5A-2018,10.1115/DETC201886056,shortPaper
581,Over-design versus redesign as a response to future requirements,2A-2018,10.1115/DETC2018-86156,shortPaper
582,Design and modeling of a prosthetic venous valve,4,10.1115/DETC2018-86164,shortPaper
583,Patterned carbon nanotube growth on stainless steel,4,10.1115/DETC2018-86130,shortPaper
584,Dynamic SEU Sensitivity of Designs on Two 28-nm SRAM-Based FPGA Architectures,65,10.1109/TNS.2017.2772288,shortPaper
585,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,32,10.2514/1.T5485,shortPaper
586,Architectures for Earth-observing CubeSat scatterometers,10769,10.1117/12.2321696,shortPaper
587,Volumetric display by movement of particles trapped in a laser via photophoresis,10723,10.1117/12.2324317,shortPaper
588,When does a human replan? Exploring intent-based replanning in multi-objective path planning,10640,10.1117/12.2304546,shortPaper
589,A compact low-cost direction finding system for unmanned aerial vehicles,2018,10.1049/cp.2018.0983,shortPaper
590,Evaluation and optimization of dynamic cone penetration test (DPT) for assessment of liquefaction in gravelly soils,,,shortPaper
591,Radial variation in distortion transfer and generation through a highly loaded fan stage,2A-2018,10.1115/GT2018-77221,shortPaper
592,Universal airfoil parametrization using B-splines,,10.2514/6.2018-3949,shortPaper
593,Analysis of distortion transfer and generation through a compressor using the harmonic balance approach,,10.2514/6.2018-1354,shortPaper
594,A Review of Thickness-Accommodation Techniques in Origami-Inspired Engineering,70,10.1115/1.4039314,shortPaper
595,"Closure to ""discussion of 'a review of thickness-accommodation techniques in origami-inspired engineering'"" (Lang, R. J., Tolman, K. A., Crampton, E. B., Magleby, S. P., and Howell, L. L., 2018, ASME Appl. Mech. Rev., 70(1), p. 010805)",70,10.1115/1.4039147,shortPaper
596,Cylindrical cross-axis flexural pivots,51,10.1016/j.precisioneng.2017.11.001,shortPaper
597,Strut-and-tie models for masonry walls with openings,0,,shortPaper
598,Finite element model of dry-stack masonry shear walls,0,,shortPaper
599,An investigation of self-efficacy and topic emotions in entry-level engineering design learning activities,35,,shortPaper
600,Pull-out strength of fiberglass/epoxy composite rebar manufactured using a three-dimensional braiding process,5,,shortPaper
601,Collaboration task-technology fit for student distributed engineering design teams,34,,shortPaper
602,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,2017-November,10.1061/9780784481691.003,shortPaper
603,High fidelity MMI excitation patterns for optofluidic multiplexing,Part F92-CLEO_AT 2018,10.1364/CLEO_AT.2018.JW2A.24,shortPaper
604,3D hydrodynamic focusing for optofluidics using a stacked channel design,Part F92-CLEO_AT 2018,10.1364/CLEO_AT.2018.JTh2A.101,shortPaper
605,Lateral resistance of piles within corrugated metal sleeves,2018-March,10.1061/9780784481578.026,shortPaper
606,Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,2018-March,10.1061/9780784481578.028,shortPaper
607,Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,2018-June,10.1061/9780784481455.027,shortPaper
608,Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,2018-June,10.1061/9780784481455.022,shortPaper
609,Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,2018-June,10.1061/9780784481455.041,shortPaper
610,Integrating community-level data resources for precision medicine research,0,10.1142/9789813235533_0057,shortPaper
611,Initial Comparisons of Friction Stir Spot Welding and Self Piercing Riveting of Ultra-Thin Steel Sheet,2018-April,10.4271/2018-01-1236,shortPaper
612,Benefits of two turbine rotor diameters and hub heights in the same wind farm,,10.2514/6.2018-2016,shortPaper
613,Profile-based team organization in multi-university capstone engineering design teams,34,,shortPaper
614,Unification of signal models for soqpsk,2018-November,,shortPaper
615,Cfo estimation by exploiting channel sparsity in aeronautical telemetry,2018-November,,shortPaper
616,Time reversal techniques,,10.1007/978-3-319-94476-0_14,shortPaper
617,Simplified modeling for soot formation from solid fuels,2018-March,,shortPaper
618,Targeted 3D modeling from UAV imagery,10645,10.1117/12.2304436,shortPaper
619,Spatiotemporal correlation analysis of jet noise from a round-nozzle supersonic aircraft,,10.2514/6.2018-3938,shortPaper
620,Dependence of high-performance military aircraft noise on frequency and engine power,,10.2514/6.2018-2826,shortPaper
621,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft,,10.2514/6.2018-3146,shortPaper
622,Comparison of noise from high-performance military aircraft for ground run-up and flyover operations,,10.2514/6.2018-3614,shortPaper
623,Large-scale multidisciplinary optimization of an electric aircraft for on-demand mobility,,10.2514/6.2018-1384,shortPaper
624,Guest Editorial Special Issue on Marine and Maritime Radar Remote Sensing,43,10.1109/JOE.2017.2772958,shortPaper
625,New flow assurance system with high speed subsea fiber optic monitoring of pressure and temperature,5,10.1115/OMAE2018-78079,shortPaper
626,Information design in crowdfunding under thresholding policies,1,,shortPaper
627,Environmental and track factors that contribute to abrasion damage,,10.1115/JRC2018-6167,shortPaper
628,"Blast-Induced Liquefaction Results at the Silty-Sand Site of Mirabello, Emilia Romagna Region, Italy",2018-June,10.1061/9780784481455.010,shortPaper
629,"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",2018-June,10.1061/9780784481455.055,shortPaper
630,A modeling framework for assessing cyber disruptions and attacks to the national airspace system,,10.2514/6.2018-0109,shortPaper
631,Puzzling the pieces: Conceptual blocks of engineering student ideas in a service learning project,34,,shortPaper
632,Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,Part F8,10.1007/978-3-319-72484-3_27,shortPaper
633,"High-Speed Friction Stir Welding of AA7075-T6 Sheet: Microstructure, Mechanical Properties, Micro-texture, and Thermal History",49,10.1007/s11661-017-4411-4,shortPaper
634,Commissioning observations with the focal L-band Array on the Green Bank Telescope (FLAG),2018,10.1049/cp.2018.0911,shortPaper
635,Effect of nozzle–plate distance on acoustic phenomena from supersonic impinging jet,56,10.2514/1.J056504,shortPaper
636,Progress in transparent flat-panel holographic displays enabled by guided-wave acousto-optics,10558,10.1117/12.2289145,shortPaper
637,A graph-theoretic understanding of network-wide implications of local cyber protections for mission assurance,10630,10.1117/12.2305957,shortPaper
638,"Factor analysis in automated face detection: Gender, occlusion, eyewear, brightness, contrast, and focus measure",10652,10.1117/12.2311281,shortPaper
639,Numerical analyses of mortar incorporating the variation in poisson's ratio with increasing axial load,0,,shortPaper
640,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,Part F124-OFS 2018,10.1364/ofs.2018.tub2,shortPaper
641,Application of “CODeve” methodology in transatlantic student design project,,,shortPaper
642,Development and testing of a friction-based post-installable fiber-optic monitoring system for subsea applications,5,10.1115/OMAE2018-77117,shortPaper
643,Fixing the O&M Budget with Asset Management to Create More Capital Debt Capacity for Pipe Projects,,10.1061/9780784481660.006,shortPaper
644,From lignocellulose to biocomposite: Multi-level modelling and experimental investigation of the thermal properties of kenaf fiber reinforced composites based on constituent materials,128,10.1016/j.applthermaleng.2017.09.095,shortPaper
645,Improving full-scale models of new carbon capture technologies with uncertainty quantification,,,shortPaper
646,Ground-based sense-and-avoid system for small unmanned aircraft,15,10.2514/1.I010627,shortPaper
647,Defining a Sustainable Underground Infrastructure Framework: ISO Asset Management and ISO Life Cycle,,10.1061/9780784481660.005,shortPaper
648,How Green Are You? Economic and Environmental Sustainability: Assessing the Global Warming Potential (GMP) of Your Underground Infrastructure,,10.1061/9780784481660.020,shortPaper
649,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,2018-March,10.1061/9780784481608.009,shortPaper
650,Benchmarking your break rates: A review of new findings and trends from north American water main break studies,,10.1061/9780784481653.044,shortPaper
651,Human factors in mission control centers,,10.1016/B978-0-08-101869-9.00013-3,shortPaper
652,Design of a clinical decision support system for fracture prediction using imbalanced dataset,2018,10.1155/2018/9621640,shortPaper
653,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure,,10.1061/9780784481653.014,shortPaper
654,"Alluvial and fluvial fans on Saturn's moon Titan reveal processes, materials and regional geology",440,10.1144/SP440.6,shortPaper
655,Alternative diffusion anisotropy measures for the investigation of white matter alterations in 22q11.2 deletion syndrome,10975,10.1117/12.2513788,shortPaper
656,Informing the use of hyperparameter optimization through metalearning,2017-November,10.1109/ICDM.2017.137,shortPaper
657,Deep visual gravity vector detection for unmanned aircraft attitude estimation,2017-September,10.1109/IROS.2017.8206443,shortPaper
658,New Vapor-Pressure Prediction with Improved Thermodynamic Consistency using the Riedel Equation,56,10.1021/acs.iecr.7b03748,shortPaper
659,Bias estimation for angle-only sensors in distributed multi-target tracking systems,2017-September,10.1109/IROS.2017.8206308,shortPaper
660,Sidelobe Level and Aperture Efficiency Optimization for Tiled Aperiodic Array Antennas,65,10.1109/TAP.2017.2766679,shortPaper
661,Nano-Composite Foam Sensor System in Football Helmets,45,10.1007/s10439-017-1910-9,Poster
662,Effects of Laryngeal Activity on Articulation,25,10.1109/TASLP.2017.2738564,Poster
663,Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries,3,10.1038/s41524-017-0027-x,Poster
664,A Comparison of Indoor MIMO Measurements and Ray-Tracing at 24 and 2.55 GHz,65,10.1109/TAP.2017.2758390,Poster
665,Multidimensional Stability of Large-Amplitude Navier–Stokes Shocks,226,10.1007/s00205-017-1147-7,Poster
666,Water supply damage caused by the 2016 Kumamoto Earthquake,19,,Poster
667,Plain-Style Preferences of US Professionals,60,10.1109/TPC.2017.2759621,Poster
668,Analysis of the external radiation from circular cylindrical shells,408,10.1016/j.jsv.2017.07.021,Poster
669,Antenna Loss and Receiving Efficiency for Mutually Coupled Arrays,65,10.1109/TAP.2017.2748237,Poster
670,Continuous permeability measurement during unidirectional vacuum infusion processing,36,10.1177/0731684417721660,Poster
671,"High-Precision, Mixed-Signal Mismatch Measurement of Metal-Oxide-Metal Capacitors",64,10.1109/TCSII.2016.2642820,Poster
672,A 3D isogeometric BE–FE analysis with dynamic remeshing for the simulation of a deformable particle in shear flows,326,10.1016/j.cma.2017.08.003,Poster
673,High-Speed Interrogation of Multiplexed Fiber Bragg Gratings with Spectral Distortion,17,10.1109/JSEN.2017.2750327,Poster
674,Layering Security at Global Control Points to Secure Unmodified Software,,10.1109/SecDev.2017.20,Poster
675,Polyethylene Glycol Based Changes to β-Sheet Protein Conformational and Proteolytic Stability Depend on Conjugation Strategy and Location,28,10.1021/acs.bioconjchem.7b00281,Poster
676,Dynamic grouping of cooperating vehicles using a receding horizon controller for ground target search and track missions,2017-January,10.1109/CCTA.2017.8062726,Poster
677,Applying a passive network reconstruction technique to Twitter data in order to identify trend setters,2017-January,10.1109/CCTA.2017.8062645,Poster
678,Selective Laser Melting aluminum waveguide attenuation at K-band,,10.1109/MWSYM.2017.8058605,Poster
679,Use of Personality Profile Assessments in the U.S. Commercial Construction Industry,13,10.1080/15578771.2016.1246493,Poster
680,Simulations in Construction and Engineering Management Education to Explore Professional Challenges,143,10.1061/(ASCE)EI.1943-5541.0000335,Poster
681,A comparison of model predictive control and PID temperature control in friction stir welding,29,10.1016/j.jmapro.2017.07.015,Poster
682,Use of Hi-resolution data for evaluating accuracy of traffic volume counts collected by microwave sensors,4,10.1016/j.jtte.2017.06.002,Poster
683,Review of research on student-facing learning analytics dashboards and educational recommender systems,10,10.1109/TLT.2017.2740172,Poster
684,Design for excess capability to handle uncertain product requirements in a developing world setting,28,10.1007/s00163-017-0253-8,Poster
685,Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,108,10.1016/j.measurement.2017.02.025,Poster
686,An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,2017-August,10.1109/MWSCAS.2017.8053032,Poster
687,SAE Aero Design East: BYU-Idaho Aero Team 326 - Final Report Document,Part F130115,10.4271/2017-01-6000,Poster
688,Custom 3D printer and resin for 18 μm × 20 μm microfluidic flow channels,17,10.1039/c7lc00644f,Poster
689,Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,45,10.1007/s10439-017-1852-2,Poster
690,"The need, development, and validation of the innovation test instrument",29,10.21061/jte.v29i1.a.6,Poster
691,A Review of the Capabilities of Current Low-Cost Virtual Reality Technology and Its Potential to Enhance the Design Process,17,10.1115/1.4036921,Poster
692,Inferring ascending auction participation from observed bidders,54,10.1016/j.ijindorg.2017.06.001,Poster
693,Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,27,10.1111/ina.12369,Poster
694,Inverted L-arm gripper compliant mechanism,11,10.1115/1.4036336,Poster
695,A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,17,10.1115/1.4035674,Poster
696,Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,25,10.1016/j.joca.2017.05.004,Poster
697,"The human touch: How non-expert users perceive, interpret, and fix topic models",105,10.1016/j.ijhcs.2017.03.007,Poster
698,Shear joy of watching paint dry,2,10.1103/PhysRevFluids.2.090503,Poster
699,Bad news first: How optimal directness depends on what is negated,,10.1109/IPCC.2017.8013959,Poster
700,Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,56,10.1364/AO.56.006814,Poster
701,Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,8,10.3390/mi8080252,Poster
702,Toward quantitative characterization of essential tremor for future tremor suppression,,10.1109/ICORR.2017.8009242,Poster
703,Water entry of deformable spheres,824,10.1017/jfm.2017.365,Poster
704,Generating derivative superstructures for systems with high configurational freedom,136,10.1016/j.commatsci.2017.04.015,Poster
705,Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,65,10.1109/TAP.2017.2708084,Poster
706,Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,53,10.1109/TAES.2017.2671784,Poster
707,Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,53,10.1109/TAES.2017.2671785,Poster
708,Process responses and resultant joint properties of friction stir welding of dissimilar 5083 and 6061aluminum alloys,31,10.1007/s12206-017-0742-8,Poster
709,The AFLOW Library of Crystallographic Prototypes: Part 1,136,10.1016/j.commatsci.2017.01.017,Poster
710,Methods for determining the optimal number of simultaneous contributors for multi-user CAD parts,14,10.1080/16864360.2016.1273578,Poster
711,Counter UAS using a formation controlled dragnet,,10.1109/ICUAS.2017.7991391,Poster
712,Variable stiffness adaptation to mitigate system failure in inflatable robots,,10.1109/ICRA.2017.7989687,Poster
713,"Multi-objective design optimization of a soft, pneumatic robot",,10.1109/ICRA.2017.7989218,Poster
714,Motion planning for mobile robots using inverse kinematics branching,,10.1109/ICRA.2017.7989588,Poster
715,"Move the Laser Spot, Not the DUT: Investigating the New Micro-mirror Capability and Challenges for Localizing SEE Sites on Large Modern ICs",,10.1109/RADECS.2017.8696180,Poster
716,Dynamic SEE Testing of Selected Architectural Features of Xilinx 28 nm Virtex-7 FPGAs,,10.1109/RADECS.2017.8696210,Poster
717,A Systems Engineering Approach to Harnessing Human Energy in Public Places: A Feasibility Study,139,10.1115/1.4035904,Poster
718,Modeling global and local codon bias with deep language models,2018-January,10.1109/BIBE.2017.00-63,Poster
719,Carbon monolith scaffolding for high volumetric capacity silicon Li-ion battery anodes,35,10.1116/1.4984807,Poster
720,Strategies employed and lessons learned by commercial construction companies during economic recession and recovery,143,10.1061/(ASCE)CO.1943-7862.0001310,Poster
721,Whole genome phylogenetic tree reconstruction using colored de bruijn graphs,2018-January,10.1109/BIBE.2017.00-44,Poster
722,Genome polymorphism detection through relaxed de bruijn graph construction,2018-January,10.1109/BIBE.2017.00-53,Poster
723,Cooperation induction in two player bertand markets with linear demand,,10.23919/ACC.2017.7963663,Poster
724,Student perceptions and attitudes towards a required vs. An optional course in leadership,2017-June,,Poster
725,Technology and design programs,2017-June,,Poster
726,Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction,2017-June,,Poster
727,Cross platform usability: Evaluating computing tasks performed on multiple platforms,2017-June,,Poster
728,Sustainable water filters in southern Peru,2017-June,,Poster
729,Global humanitarian-based projects: A documentation strategy for strengthening project sustainability,2017-June,,Poster
730,Project-based learning curriculum for the junior year based on building a laser tag system,2017-June,,Poster
731,A model workshop for helping new faculty engage students in the STEM Classroom,2017-June,,Poster
732,Investigating engineering students' understandings of social and ethical responsibility: Coding framework and initial findings,2017-June,,Poster
733,Analytical fragility curves for non-skewed highway bridges in Chile,141,10.1016/j.engstruct.2017.03.041,Poster
734,Optical electric field sensor sensitivity direction rerouting and enhancement using a passive integrated dipole antenna,56,10.1364/AO.56.004911,Poster
735,Associative CAD references in the neutral parametric canonical form,14,10.1080/16864360.2016.1257184,Poster
736,Design of low-power ultra-high voltage gain differential cascode stages,104,10.1080/00207217.2017.1279229,Poster
737,Village Drill: A Case Study in Engineering for Global Development with Five Years of Data Post Market-Introduction,139,10.1115/1.4036304,Poster
738,Simulation-based coefficients for adjusting climate impact on energy consumption of commercial buildings,10,10.1007/s12273-016-0332-1,Poster
739,"Hierarchically refined and coarsened splines for moving interface problems, with particular application to phase-field models of prostate tumor growth",319,10.1016/j.cma.2017.03.009,Poster
740,Enabling Dissimilar Material Joining Using Friction Stir Scribe Technology,69,10.1007/s11837-017-2334-6,Poster
741,Simulation and exploration of high-density unmanned aerial vehicle systems,,10.1109/SYSCON.2017.7934789,Poster
742,An RVE procedure for micromechanical prediction of mechanical behavior of dual-phase steel,695,10.1016/j.msea.2017.04.032,Poster
743,Mitigating Water Absorption in Waveguides Made from Unannealed PECVD SiO2,29,10.1109/LPT.2017.2686354,Poster
744,Multiplexed efficient on-chip sample preparation and sensitive amplification-free detection of Ebola virus,91,10.1016/j.bios.2016.12.071,Poster
745,Semi-empirical Model for Fire Spread in Shrubs with Spatially-Defined Fuel Elements and Flames,53,10.1007/s10694-016-0644-9,Poster
746,Using vegetation management and LiDAR-derived tree height data to improve outage predictions for electric utilities,146,10.1016/j.epsr.2017.01.039,Poster
747,Measurement-Directed Reduction of Dynamic Models in Power Systems,32,10.1109/TPWRS.2016.2611511,Poster
748,Behavior of Sheet Metal Under Multiaxial Deformation Paths,69,10.1007/s11837-017-2304-z,Poster
